key;rule;severity;component;project;hash;status;effort;debt;creation_date;update_date;close_date;type;resolution;assignee
AYL4k90pUwikd0VVzP_B;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/components/shared/add-custom-token-form/add-custom-token-form.tsx;brave_brave-core;817db74b13fae6deadd754ce114bb630;CLOSED;9min;9min;2022-09-01T12:17:00+0200;2022-09-30T16:54:49+0200;2022-09-30T16:54:49+0200;CODE_SMELL;FIXED;
AYL2Qya70lKx531VMRcY;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/components/extension/confirm-transaction-panel/confirm-transaction-panel.tsx;brave_brave-core;a793b3ea8c90473dfac32f1617b1d02a;OPEN;14min;14min;2022-08-31T19:17:32+0200;2022-08-31T19:29:13+0200;;CODE_SMELL;;
AYLxInFzmvz5JIGZseT3;typescript:S125;MAJOR;brave_brave-core:components/brave_wallet_ui/utils/pricing-utils.test.ts;brave_brave-core;1d1ac28429173b0f4b3132ce4fa80c69;OPEN;5min;5min;2022-08-30T20:52:32+0200;2022-08-31T01:38:44+0200;;CODE_SMELL;;
AYL8xP1gI6HXSz6QZOk-;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/brave_wallet_browser_proxy.js;brave_brave-core;e020630d884dab0e69fd1e8868d3bcef;CLOSED;5min;5min;2022-08-30T06:23:01+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYL8xP1gI6HXSz6QZOk_;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/brave_wallet_browser_proxy.js;brave_brave-core;b51a5a0c3653d6ba2de2e96254f30274;CLOSED;5min;5min;2022-08-30T06:23:01+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYL8xP1gI6HXSz6QZOlA;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/brave_wallet_browser_proxy.js;brave_brave-core;ed4ecdcc33969fc3f8aee1a86a6c0e0f;CLOSED;5min;5min;2022-08-30T06:23:01+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYL8xP1gI6HXSz6QZOlB;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/brave_wallet_browser_proxy.js;brave_brave-core;68faa430b28dfc098ad17a1ce4062c48;CLOSED;5min;5min;2022-08-30T06:23:01+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYL8xP1gI6HXSz6QZOlC;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/brave_wallet_browser_proxy.js;brave_brave-core;e556521156e3f00599d8c678c099c9dd;CLOSED;5min;5min;2022-08-30T06:23:01+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYL8xP1gI6HXSz6QZOlD;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/brave_wallet_browser_proxy.js;brave_brave-core;51ce3120919f775e82353ce25a31c111;CLOSED;5min;5min;2022-08-30T06:23:01+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYL8xP1gI6HXSz6QZOlE;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/brave_wallet_browser_proxy.js;brave_brave-core;e4ef8de57eb8ba318056f81c167225da;CLOSED;5min;5min;2022-08-30T06:23:01+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYL6PrW9RIv7JC8EzfCS;javascript:S1788;MAJOR;brave_brave-core:build/commands/scripts/commands.js;brave_brave-core;b1641f371529a729a5330b415336659a;OPEN;20min;20min;2022-08-30T00:36:38+0200;2022-08-30T00:39:13+0200;;CODE_SMELL;;bridiver@github
AYLr5sZ2RLBfEi8xMMEn;typescript:S1533;MINOR;brave_brave-core:components/brave_wallet_ui/utils/object-utils.test.ts;brave_brave-core;6c86901e9f1dbdb856263daba4ee272d;OPEN;1min;1min;2022-08-27T00:02:54+0200;2022-08-27T00:21:55+0200;;CODE_SMELL;;
AYLr5sZ2RLBfEi8xMMEo;typescript:S1533;MINOR;brave_brave-core:components/brave_wallet_ui/utils/object-utils.test.ts;brave_brave-core;56fa78c81d12b3d48419b6d71696d457;OPEN;1min;1min;2022-08-27T00:02:54+0200;2022-08-27T00:21:55+0200;;CODE_SMELL;;
AYLr5sZ2RLBfEi8xMMEp;typescript:S1533;MINOR;brave_brave-core:components/brave_wallet_ui/utils/object-utils.test.ts;brave_brave-core;56af129763ea6c405a569d7438b1a021;OPEN;1min;1min;2022-08-27T00:02:54+0200;2022-08-27T00:21:55+0200;;CODE_SMELL;;
AYNSaailGq7QkLDGbhF-;typescript:S3358;MAJOR;brave_brave-core:components/brave_new_tab_ui/components/default/clock/index.tsx;brave_brave-core;eb8e0163d370eab7182c88fb50d3e6b9;OPEN;5min;5min;2022-08-26T03:14:36+0200;2022-08-26T04:36:04+0200;;CODE_SMELL;;
AYLZiFlCtmbxx1UISSLf;typescript:S3776;CRITICAL;brave_brave-core:components/brave_new_tab_ui/containers/newTab/settings/backgroundImage.tsx;brave_brave-core;479a5f2069cbc93826d8870287dd6036;OPEN;17min;17min;2022-08-26T02:05:21+0200;2022-10-10T08:56:36+0200;;CODE_SMELL;;
AYLlWQllbKnicTKV0D9m;typescript:S4325;MINOR;brave_brave-core:components/brave_wallet_ui/common/hardware/ledgerjs/fil-ledger-untrusted-transport.ts;brave_brave-core;1e91e99a04765094ed798a0eba27d92b;OPEN;1min;1min;2022-08-25T13:50:11+0200;2022-08-25T21:12:09+0200;;CODE_SMELL;;
AYLlWQllbKnicTKV0D9n;typescript:S4325;MINOR;brave_brave-core:components/brave_wallet_ui/common/hardware/ledgerjs/fil-ledger-untrusted-transport.ts;brave_brave-core;9f22327a1cc17ba34c61db091b7cd2d9;OPEN;1min;1min;2022-08-25T13:50:11+0200;2022-08-25T21:12:09+0200;;CODE_SMELL;;
AYLlWQllbKnicTKV0D9o;typescript:S4325;MINOR;brave_brave-core:components/brave_wallet_ui/common/hardware/ledgerjs/fil-ledger-untrusted-transport.ts;brave_brave-core;e77c9fa48ffab3101f09466e0ae73ad7;OPEN;1min;1min;2022-08-25T13:50:11+0200;2022-08-25T21:12:09+0200;;CODE_SMELL;;
AYLlWQllbKnicTKV0D9p;typescript:S1533;MINOR;brave_brave-core:components/brave_wallet_ui/common/hardware/ledgerjs/fil-ledger-untrusted-transport.ts;brave_brave-core;26ad3778f428c813f6b49d47b94ee032;OPEN;1min;1min;2022-08-25T13:50:11+0200;2022-08-25T21:12:09+0200;;CODE_SMELL;;
AYM_qnhU9kdCJbXHg19E;javascript:S2703;BLOCKER;brave_brave-core:build/commands/lib/util.js;brave_brave-core;1d3d6a26c4050730b9e1d77f9b76b54c;OPEN;2min;2min;2022-08-24T11:49:06+0200;2022-08-25T08:41:37+0200;;CODE_SMELL;;
AYLPIEX0JcHksi4mxNuU;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/shared/create-network-icon/index.tsx;brave_brave-core;ffc883ef08b2befa2b97234624caae33;OPEN;5min;5min;2022-08-22T22:55:24+0200;2022-08-22T22:59:50+0200;;CODE_SMELL;;
AYKtI5KALFwSDmuAsK8m;typescript:S1301;MINOR;brave_brave-core:components/brave_rewards/resources/page/components/grant_list.tsx;brave_brave-core;5aeacecddbdde97ae44ed0363d93f88a;OPEN;5min;5min;2022-08-17T17:31:31+0200;2022-08-17T20:45:35+0200;;CODE_SMELL;;
AYK0skhMuEuOkZpYIiTh;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/components/desktop/views/portfolio/portfolio-asset.tsx;brave_brave-core;6bcd778aa0b3c1732d7c87d272f54370;OPEN;26min;26min;2022-08-15T08:54:43+0200;2022-10-26T04:17:39+0200;;CODE_SMELL;;
AYKTnoGi9WgEqfdzpZGX;typescript:S4634;MAJOR;brave_brave-core:components/brave_wallet_ui/common/async/__mocks__/lib.ts;brave_brave-core;faff70db5a2c26aa1b1bf5fe4e469c42;OPEN;5min;5min;2022-08-12T21:49:46+0200;2022-08-12T21:49:46+0200;;CODE_SMELL;;
AYKTnoAP9WgEqfdzpZGP;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/shared/password-input/password-strength-bar.tsx;brave_brave-core;0dbe2dc205fd6f49744c7da773128247;OPEN;5min;5min;2022-08-12T18:16:41+0200;2022-08-12T21:49:46+0200;;CODE_SMELL;;
AYKTnoDB9WgEqfdzpZGU;typescript:S5869;MAJOR;brave_brave-core:components/brave_wallet_ui/page/screens/onboarding/restore-from-recovery-phrase/recovery-input.tsx;brave_brave-core;8d1773be15863c90c43080265640c6a2;CLOSED;5min;5min;2022-08-12T18:16:41+0200;2022-10-04T18:14:22+0200;2022-10-04T18:14:22+0200;CODE_SMELL;FIXED;
AYKTnoCr9WgEqfdzpZGS;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/page/screens/onboarding/restore-from-recovery-phrase/restore-from-recovery-phrase.tsx;brave_brave-core;a793b3ea8c90473dfac32f1617b1d02a;OPEN;21min;21min;2022-08-12T17:58:07+0200;2022-08-31T02:28:08+0200;;CODE_SMELL;;
AYKTnn_d9WgEqfdzpZGM;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/shared/checkbox/checkbox.style.tsx;brave_brave-core;5c153fdbf5293e7041ca03d05df68bf5;OPEN;5min;5min;2022-08-12T17:58:05+0200;2022-08-12T21:49:46+0200;;CODE_SMELL;;
AYKTnn_d9WgEqfdzpZGN;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/shared/checkbox/checkbox.style.tsx;brave_brave-core;5c153fdbf5293e7041ca03d05df68bf5;OPEN;5min;5min;2022-08-12T17:58:05+0200;2022-08-12T21:49:46+0200;;CODE_SMELL;;
AYKTnoF49WgEqfdzpZGW;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/use-multi-chain-buy-assets.ts;brave_brave-core;7e2d91843bc103e90f97ff500f320137;OPEN;5min;5min;2022-08-12T17:58:03+0200;2022-08-12T21:49:46+0200;;CODE_SMELL;;
AYKTnn_59WgEqfdzpZGO;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/shared/password-input/password-strength-bar.styles.ts;brave_brave-core;ac18e22aee939f3946c5d27c205e24fe;OPEN;5min;5min;2022-08-12T17:42:20+0200;2022-08-12T21:49:46+0200;;CODE_SMELL;;
AYKyulbu0oceJ7BJML_w;typescript:S4621;CRITICAL;brave_brave-core:components/brave_wallet_ui/common/hardware/ledgerjs/eth_ledger_bridge_keyring.ts;brave_brave-core;3acc4f74c05bcc865e198d676f2541ff;OPEN;1min;1min;2022-08-10T22:54:33+0200;2022-08-12T19:32:26+0200;;CODE_SMELL;;
AYKyulg30oceJ7BJML_x;typescript:S1135;INFO;brave_brave-core:components/brave_wallet_ui/common/hardware/ledgerjs/sol_ledger_bridge_keyring.test.ts;brave_brave-core;68d6bd452ce2c1c7eab5b06366ec66f7;OPEN;0min;0min;2022-08-10T22:54:33+0200;2022-08-12T19:32:26+0200;;CODE_SMELL;;
AYLLzMA-Wu2JzZQpXzwM;css:S4667;MAJOR;brave_brave-core:browser/resources/settings/brave_help_tips_page/brave_help_tips_page.html;brave_brave-core;8f30b4ae932b6dfa5e58f9b1af96a115;OPEN;1min;1min;2022-08-08T13:01:01+0200;2022-08-08T15:50:53+0200;;CODE_SMELL;;
AYLLzMSpWu2JzZQpXzwN;javascript:S1135;INFO;brave_brave-core:build/commands/lib/config.js;brave_brave-core;eef13555621e2d18a9764d16a781d095;OPEN;0min;0min;2022-08-08T13:01:00+0200;2022-08-08T15:50:53+0200;;CODE_SMELL;;
AYKTnoBp9WgEqfdzpZGR;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/utils/asset-utils.ts;brave_brave-core;e2e04b2a8ebb623c6780326b9bd2a6f6;OPEN;12min;12min;2022-08-03T21:12:44+0200;2022-08-03T21:12:44+0200;;CODE_SMELL;;
AYJj9uSkvQZIYxYY1Jd1;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_browser_proxy.js;brave_brave-core;f4b3e466fa96994cd70018b98be90b8e;CLOSED;5min;5min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJj9uSkvQZIYxYY1Jd2;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_browser_proxy.js;brave_brave-core;7165d838400062e7ca9f4de184070a24;CLOSED;5min;5min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJj9uSkvQZIYxYY1Jd3;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_browser_proxy.js;brave_brave-core;4567bb74b7102281091344e8ca943a48;CLOSED;5min;5min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJj9uSkvQZIYxYY1Jd4;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_browser_proxy.js;brave_brave-core;2a321e70cfb73afb92a52a6733911712;CLOSED;5min;5min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJj9uSkvQZIYxYY1Jd5;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_browser_proxy.js;brave_brave-core;6828c03fcb58d2a55e6ba574a429d150;CLOSED;5min;5min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJj9uSkvQZIYxYY1Jd6;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_browser_proxy.js;brave_brave-core;5e05789b8b24c52786bd9272cf338348;CLOSED;5min;5min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJj9uSkvQZIYxYY1Jd7;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_browser_proxy.js;brave_brave-core;5a76f6278d48b520994bc15d98e4e9cd;CLOSED;5min;5min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJj9uSkvQZIYxYY1Jd8;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_browser_proxy.js;brave_brave-core;c9fd726152d72205a42e75b7c8b5e957;CLOSED;5min;5min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJj9uR-vQZIYxYY1Jdy;javascript:S1135;INFO;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_subpage.ts;brave_brave-core;be01778416c83c9f0482bddb43c869fd;CLOSED;0min;0min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJj9uR-vQZIYxYY1Jd0;javascript:S3776;CRITICAL;brave_brave-core:browser/resources/settings/brave_tor_page/brave_tor_subpage.ts;brave_brave-core;ceebf807a322d64f8a240c534b162420;CLOSED;8min;8min;2022-08-03T15:43:18+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYJiNEAqFmGPMqppFd4V;typescript:S1116;MINOR;brave_brave-core:components/playlist/resources/components/playlistSelect.tsx;brave_brave-core;2145c1b6992c0d519ad223f91671329b;CLOSED;2min;2min;2022-08-03T04:52:56+0200;2022-10-13T20:04:56+0200;2022-10-13T20:04:56+0200;CODE_SMELL;REMOVED;
AYOfeN_39xf6FB4oy5UE;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/containers/newTab/settings/braveToday/publisherPrefs.tsx;brave_brave-core;7583061e6784f6df6dbae0e52bc63769;OPEN;0min;0min;2022-08-03T01:47:09+0200;2022-08-03T02:11:29+0200;;CODE_SMELL;;
AYJb34N5EDhe1JczsC_v;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/popup-modals/account-settings-modal/account-settings-modal.tsx;brave_brave-core;c80fa950d1c95aae9e24acecac00072e;OPEN;5min;5min;2022-07-29T01:21:39+0200;2022-08-02T02:01:18+0200;;CODE_SMELL;;
AYKTnoBp9WgEqfdzpZGQ;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/utils/asset-utils.ts;brave_brave-core;d76a36a52ca1138d7729ed49c00235c7;OPEN;5min;5min;2022-07-28T21:19:04+0200;2022-07-28T21:19:04+0200;;CODE_SMELL;;
AYJFxdHFwtoZflRq8glc;typescript:S1135;INFO;brave_brave-core:components/brave_wallet_ui/nft/components/nft-details/nft-details.tsx;brave_brave-core;c757394768dd73f32f5da85fed598766;OPEN;0min;0min;2022-07-28T19:01:14+0200;2022-07-28T19:02:35+0200;;CODE_SMELL;;
AYJFxdHFwtoZflRq8gld;typescript:S1135;INFO;brave_brave-core:components/brave_wallet_ui/nft/components/nft-details/nft-details.tsx;brave_brave-core;a6c85a27faa45a65ff197559ea22def8;OPEN;0min;0min;2022-07-28T19:01:14+0200;2022-07-28T19:02:35+0200;;CODE_SMELL;;
AYKQk2B9uBy7X4_pZmVH;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;63914e1e6a1b89cc5788cf5c99ca3833;OPEN;5min;5min;2022-07-27T20:22:20+0200;2022-07-27T20:22:20+0200;;CODE_SMELL;;
AYJBVBNiVRjZ9l2RxhJa;javascript:S3358;MAJOR;brave_brave-core:build/commands/lib/pushL10n.js;brave_brave-core;77ac960cb1b087d6cc24ce246b40b810;OPEN;5min;5min;2022-07-25T21:53:01+0200;2022-07-25T21:57:19+0200;;CODE_SMELL;;
AYJBVBIRVRjZ9l2RxhJY;python:S1172;MAJOR;brave_brave-core:script/lib/l10n/transifex/api_v2_wrapper.py;brave_brave-core;08bc4964954d0ab58bcfcc09b99b2a5c;OPEN;5min;5min;2022-07-25T21:53:01+0200;2022-07-25T21:57:19+0200;;CODE_SMELL;;
AYJBVBIRVRjZ9l2RxhJZ;python:S1172;MAJOR;brave_brave-core:script/lib/l10n/transifex/api_v2_wrapper.py;brave_brave-core;c646ef4ac671b012a50d4103a60ac5b1;OPEN;5min;5min;2022-07-25T21:53:01+0200;2022-07-25T21:57:19+0200;;CODE_SMELL;;
AYJBVBDNVRjZ9l2RxhJX;python:S5754;CRITICAL;brave_brave-core:script/lib/l10n/transifex/api_v3_wrapper.py;brave_brave-core;bf0829c4978d1dead8e42ca2b5c9a9c4;OPEN;5min;5min;2022-07-25T21:53:01+0200;2022-07-25T21:57:19+0200;;CODE_SMELL;;
AYI4CYuve9kOfUrk-SF6;typescript:S1940;MINOR;brave_brave-core:components/brave_wallet_ui/common/hardware/ledgerjs/ledger-messaging-transport.ts;brave_brave-core;25e79f92cfcf323399ccc2086c6b53db;OPEN;2min;2min;2022-07-25T20:09:20+0200;2022-07-26T03:02:09+0200;;CODE_SMELL;;
AYI16T1A9Rwe5iyH4mdG;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/brave_wallet_browser_proxy.js;brave_brave-core;67ffe4843a410ae981a198a72db6146f;CLOSED;5min;5min;2022-07-21T22:51:12+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;bbondy@github
AYI16TxR9Rwe5iyH4mdF;javascript:S1135;INFO;brave_brave-core:browser/resources/settings/brave_wallet_page/brave_wallet_page.ts;brave_brave-core;d6ccd9b08a8f1a4c6099141f1eea14bf;CLOSED;0min;0min;2022-07-21T22:51:12+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;bbondy@github
AYKQk2KVuBy7X4_pZmVK;typescript:S4326;MINOR;brave_brave-core:components/brave_wallet_ui/common/async/lib.ts;brave_brave-core;f63b439a152cb1351894ff7189436a73;CLOSED;1min;1min;2022-07-21T17:32:46+0200;2022-10-13T20:04:56+0200;2022-10-13T20:04:56+0200;CODE_SMELL;REMOVED;
AYKQk2KVuBy7X4_pZmVL;typescript:S4326;MINOR;brave_brave-core:components/brave_wallet_ui/common/async/lib.ts;brave_brave-core;4d97f4b601ef7f0c1a76bbd4fc2b24bf;CLOSED;1min;1min;2022-07-21T17:32:46+0200;2022-10-13T20:04:56+0200;2022-10-13T20:04:56+0200;CODE_SMELL;REMOVED;
AYKQk2KVuBy7X4_pZmVM;typescript:S4326;MINOR;brave_brave-core:components/brave_wallet_ui/common/async/lib.ts;brave_brave-core;7fefb67fca9dbf3dbd61c14f78c2ca43;CLOSED;1min;1min;2022-07-21T17:32:46+0200;2022-10-13T20:04:56+0200;2022-10-13T20:04:56+0200;CODE_SMELL;REMOVED;
AYKQk2KVuBy7X4_pZmVN;typescript:S4326;MINOR;brave_brave-core:components/brave_wallet_ui/common/async/lib.ts;brave_brave-core;c03251ea88f37d15ac230d1cff0ed644;CLOSED;1min;1min;2022-07-21T17:32:46+0200;2022-10-13T20:04:56+0200;2022-10-13T20:04:56+0200;CODE_SMELL;REMOVED;
AYKQk2JIuBy7X4_pZmVI;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/common/hooks/swap.ts;brave_brave-core;e1c308a968017f645ed69d4e6fc703c1;OPEN;4h15min;4h15min;2022-07-21T17:32:46+0200;2022-09-29T16:18:11+0200;;CODE_SMELL;;
AYKQk2B9uBy7X4_pZmVG;typescript:S1134;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;6f2af315109cea3a746b3469aa1e8668;OPEN;0min;0min;2022-07-21T17:32:46+0200;2022-07-22T18:02:41+0200;;CODE_SMELL;;
AYKQk2JIuBy7X4_pZmVJ;typescript:S1135;INFO;brave_brave-core:components/brave_wallet_ui/common/hooks/swap.ts;brave_brave-core;bebc39f730559de05e0f1b680f6f6c5c;OPEN;0min;0min;2022-07-21T16:59:51+0200;2022-07-22T18:02:41+0200;;CODE_SMELL;;
AYIhWfaHFWvY2-VcSYkC;typescript:S3358;MAJOR;brave_brave-core:components/brave_rewards/resources/tip/components/tip_complete.tsx;brave_brave-core;ec9cf0a51e1fb68bf617bd11aa8c5c96;OPEN;5min;5min;2022-07-20T23:02:08+0200;2022-07-20T23:05:54+0200;;CODE_SMELL;;
AYI4CYvxe9kOfUrk-SF8;typescript:S1135;INFO;brave_brave-core:components/brave_wallet_ui/common/hardware/ledgerjs/sol_ledger_bridge_keyring.ts;brave_brave-core;f2292319761ae721ae3c8f0dac661305;OPEN;0min;0min;2022-07-20T22:39:36+0200;2022-07-20T22:39:36+0200;;CODE_SMELL;;
AYIbwTe7k9GuF-d8lNis;typescript:S1135;INFO;brave_brave-core:components/playlist/resources/components/app.tsx;brave_brave-core;cd6e66c9d2d9b267fa607013867ba6c7;OPEN;0min;0min;2022-07-20T04:43:04+0200;2022-07-20T04:47:02+0200;;CODE_SMELL;;
AYKTnn9P9WgEqfdzpZGK;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/extension/buttons/nav-button/style.ts;brave_brave-core;1196a64c9626653f3f5438b99ae9ca21;OPEN;5min;5min;2022-07-20T01:00:32+0200;2022-07-20T01:00:32+0200;;CODE_SMELL;;
AYIfisM6GBn4tqFtPP-E;python:S112;MAJOR;brave_brave-core:tools/posix/generate_breakpad_symbols.py;brave_brave-core;e409929615652f1669074ba0908365b2;OPEN;20min;20min;2022-07-19T14:47:21+0200;2022-07-19T15:07:05+0200;;CODE_SMELL;;atuchin-m@github
AYIVZLxQGLbEQiI6YYeh;typescript:S1135;INFO;brave_brave-core:components/playlist/resources/apiEventsToStore.ts;brave_brave-core;9f886d0b332d32481df6be8ee01112eb;OPEN;0min;0min;2022-07-19T08:01:15+0200;2022-07-19T09:33:57+0200;;CODE_SMELL;;
AYI6aAMBtWDV3wxS6Iwx;typescript:S6441;MAJOR;brave_brave-core:components/playlist/resources/components/app.tsx;brave_brave-core;25346c8200ced032f353e8d63cdd9605;OPEN;5min;5min;2022-07-19T08:01:15+0200;2022-07-26T14:03:11+0200;;CODE_SMELL;;
AYIVZLx3GLbEQiI6YYej;typescript:S1135;INFO;brave_brave-core:components/playlist/resources/constants/playlist_types.ts;brave_brave-core;38b772ef01f75b6f5afb3a020131ae74;OPEN;0min;0min;2022-07-19T08:01:15+0200;2022-07-19T09:33:57+0200;;CODE_SMELL;;
AYKTnn6H9WgEqfdzpZGJ;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/components/desktop/portfolio-transaction-item/index.tsx;brave_brave-core;a793b3ea8c90473dfac32f1617b1d02a;CLOSED;7min;7min;2022-07-18T19:08:19+0200;2022-10-06T17:56:14+0200;2022-10-06T17:56:14+0200;CODE_SMELL;FIXED;
AYI11gK09gnlgxnASsWU;python:S3516;BLOCKER;brave_brave-core:script/uplift.py;brave_brave-core;061602c7be37a52e967b625ce68d3836;OPEN;2min;2min;2022-07-15T15:01:08+0200;2022-07-15T15:01:08+0200;;CODE_SMELL;;kim0@github
AYHuS6Ejx-CWIcvEt9pb;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/federated_internals/federated_internals.js;brave_brave-core;ff429177b2e1b03a16f733eb6434714a;OPEN;5min;5min;2022-07-08T13:20:42+0200;2022-07-08T13:24:58+0200;;CODE_SMELL;;
AYHaXkjvxEfYaQdqkNxu;python:S1542;MAJOR;brave_brave-core:build/mac/download_hermetic_xcode.py;brave_brave-core;551dd6b0b92d60239c2330441644522f;OPEN;10min;10min;2022-07-07T22:30:20+0200;2022-07-07T22:30:20+0200;;CODE_SMELL;;
AYHeTYBfF1vZnhgwqk-m;typescript:S1186;CRITICAL;brave_brave-core:components/brave_rewards/resources/rewards_panel/lib/rewards_panel_extension_proxy.ts;brave_brave-core;7ee2877533f0c34f346c9d12f31c8bad;CLOSED;5min;5min;2022-07-07T16:14:45+0200;2022-10-19T23:14:38+0200;2022-10-19T23:14:38+0200;CODE_SMELL;FIXED;
AYHeTYBfF1vZnhgwqk-n;typescript:S1186;CRITICAL;brave_brave-core:components/brave_rewards/resources/rewards_panel/lib/rewards_panel_extension_proxy.ts;brave_brave-core;189533aac1a26d86949d2135a8d1bad6;CLOSED;5min;5min;2022-07-07T16:14:45+0200;2022-10-19T23:14:38+0200;2022-10-19T23:14:38+0200;CODE_SMELL;FIXED;
